Country,Year,Food Category,Total Waste (kg),Total Cost (₹),Average Waste (kg),Records Count
United States,2017,Beverages,3384.24,169211.85,109.17,31
United States,2017,Fruits & Vegetables,2447.64,122381.8,97.91,25
United States,2017,Seafood,2333.71,116685.3,89.76,26
United States,2017,Prepared Foods,1239.18,61959.1,56.33,22
United States,2018,Fruits & Vegetables,2393.61,119680.45,132.98,18
United States,2018,Dairy,1557.48,77874.15,70.79,22
United States,2018,Legumes,1573.24,78662.05,56.19,28
United States,2018,Meat & Poultry,3200.22,160011.05,118.53,27
United States,2018,Seafood,1799.74,89986.95,51.42,35
United States,2018,Cereals & Grains,2356.31,117815.3,84.15,28
United States,2018,Prepared Foods,1347.19,67359.3,58.57,23
United States,2018,Oils & Fats,998.72,49936.0,47.56,21
United States,2018,Bakery,1796.82,89841.2,81.67,22
United States,2018,Beverages,1318.89,65944.45,42.54,31
United States,2019,Legumes,802.87,40143.25,44.6,18
United States,2019,Cereals & Grains,1558.57,77928.3,77.93,20
United States,2019,Seafood,3067.21,153360.55,139.42,22
United States,2019,Oils & Fats,1963.28,98164.1,93.49,21
United States,2019,Beverages,518.0,25900.1,27.26,19
United States,2019,Bakery,5062.75,253137.5,180.81,28
United States,2019,Fruits & Vegetables,1762.44,88121.95,70.5,25
United States,2019,Prepared Foods,4472.37,223618.6,178.89,25
United States,2019,Dairy,2734.56,136728.1,105.18,26
United States,2019,Meat & Poultry,4975.95,248797.65,165.87,30
United States,2020,Bakery,1447.45,72372.75,76.18,19
United States,2020,Fruits & Vegetables,4895.43,244771.45,181.31,27
United States,2020,Meat & Poultry,3436.18,171809.1,122.72,28
United States,2020,Oils & Fats,716.11,35805.5,21.7,33
United States,2020,Seafood,2125.66,106283.0,73.3,29
United States,2020,Cereals & Grains,1127.13,56356.75,62.62,18
United States,2020,Legumes,4743.07,237153.75,249.64,19
United States,2020,Beverages,1887.19,94359.55,52.42,36
United States,2020,Dairy,2231.71,111585.45,111.59,20
United States,2020,Prepared Foods,910.24,45512.1,43.34,21
United States,2021,Seafood,4706.83,235341.35,168.1,28
United States,2021,Bakery,2314.43,115721.75,96.43,24
United States,2021,Legumes,2583.99,129199.25,117.45,22
United States,2021,Meat & Poultry,4319.73,215986.5,172.79,25
United States,2021,Dairy,4131.44,206572.0,165.26,25
United States,2021,Prepared Foods,1345.22,67261.1,74.73,18
United States,2021,Cereals & Grains,2440.84,122042.0,110.95,22
United States,2021,Fruits & Vegetables,1577.62,78881.05,98.6,16
United States,2021,Oils & Fats,916.37,45818.65,36.65,25
United States,2021,Beverages,810.97,40548.5,38.62,21
United States,2022,Fruits & Vegetables,3323.56,166177.9,195.5,17
United States,2022,Seafood,5117.34,255867.2,269.33,19
United States,2022,Meat & Poultry,1602.59,80129.65,72.85,22
United States,2022,Cereals & Grains,1588.97,79448.55,56.75,28
United States,2022,Bakery,2774.11,138705.4,99.08,28
United States,2022,Dairy,463.76,23188.0,22.08,21
United States,2022,Legumes,1616.46,80822.85,73.48,22
United States,2022,Beverages,3196.18,159808.9,88.78,36
United States,2022,Prepared Foods,1787.2,89360.05,81.24,22
United States,2022,Oils & Fats,986.32,49315.95,37.94,26
United States,2023,Oils & Fats,310.28,15514.15,11.49,27
United States,2023,Fruits & Vegetables,3286.63,164331.4,121.73,27
United States,2023,Dairy,1937.44,96872.25,96.87,20
United States,2023,Beverages,2391.68,119583.75,79.72,30
United States,2023,Seafood,3104.81,155240.3,206.99,15
United States,2023,Meat & Poultry,4235.14,211756.95,192.51,22
United States,2023,Bakery,2778.32,138915.8,81.72,34
United States,2023,Prepared Foods,2385.26,119263.05,70.15,34
United States,2023,Cereals & Grains,2335.28,116764.2,89.82,26
United States,2023,Legumes,827.42,41370.95,35.97,23
United States,2024,Legumes,1470.59,73529.65,50.71,29
United States,2024,Oils & Fats,414.1,20705.05,15.34,27
United States,2024,Meat & Poultry,1254.65,62732.45,46.47,27
United States,2024,Prepared Foods,3083.78,154189.25,114.21,27
United States,2024,Bakery,1241.41,62070.35,45.98,27
United States,2024,Fruits & Vegetables,1212.18,60609.0,48.49,25
United States,2024,Cereals & Grains,2124.88,106243.75,59.02,36
United States,2024,Dairy,1940.75,97037.55,62.6,31
United States,2024,Beverages,1375.14,68756.9,50.93,27
United States,2024,Seafood,2486.54,124327.1,103.61,24
Vietnam,2015,Dairy,2367.63,118381.7,87.69,27
Vietnam,2015,Oils & Fats,437.79,21889.65,17.51,25
Vietnam,2015,Legumes,2256.98,112849.15,94.04,24
Vietnam,2015,Fruits & Vegetables,2637.86,131893.25,125.61,21
Vietnam,2015,Bakery,2619.93,130996.65,119.09,22
Vietnam,2015,Beverages,1323.16,66158.15,49.01,27
Vietnam,2015,Meat & Poultry,2400.67,120033.45,133.37,18
Vietnam,2015,Cereals & Grains,1447.54,72377.1,57.9,25
Vietnam,2015,Prepared Foods,1680.51,84025.5,62.24,27
Vietnam,2015,Seafood,596.47,29823.6,35.09,17
Vietnam,2016,Cereals & Grains,1263.78,63189.05,52.66,24
Vietnam,2016,Prepared Foods,3314.33,165716.45,122.75,27
Vietnam,2016,Oils & Fats,493.86,24692.8,15.93,31
Vietnam,2016,Bakery,3772.05,188602.4,125.73,30
Vietnam,2016,Meat & Poultry,2756.78,137839.1,110.27,25
Vietnam,2016,Legumes,927.57,46378.3,46.38,20
Vietnam,2016,Beverages,1495.03,74751.7,48.23,31
Vietnam,2016,Dairy,1410.45,70522.6,82.97,17
Vietnam,2016,Fruits & Vegetables,2773.85,138692.35,92.46,30
Vietnam,2016,Seafood,6249.98,312499.0,189.39,33
Vietnam,2017,Oils & Fats,313.5,15674.9,15.67,20
Vietnam,2017,Meat & Poultry,5035.59,251779.3,179.84,28
Vietnam,2017,Bakery,3007.52,150376.1,120.3,25
Vietnam,2017,Cereals & Grains,4332.16,216608.0,127.42,34
Vietnam,2017,Fruits & Vegetables,1699.95,84997.65,56.67,30
Vietnam,2017,Legumes,3230.96,161548.0,115.39,28
Vietnam,2017,Dairy,397.17,19858.65,18.91,21
Vietnam,2017,Prepared Foods,6386.82,319340.95,182.48,35
Vietnam,2017,Beverages,1490.96,74548.15,67.77,22
Vietnam,2017,Seafood,2543.58,127179.05,121.12,21
Vietnam,2018,Fruits & Vegetables,1292.12,64605.8,53.84,24
Vietnam,2018,Cereals & Grains,1177.76,58887.95,65.43,18
Vietnam,2018,Bakery,1657.76,82887.85,72.08,23
Vietnam,2018,Beverages,910.2,45509.9,33.71,27
Vietnam,2018,Meat & Poultry,4023.96,201197.95,143.71,28
Vietnam,2018,Oils & Fats,932.72,46636.2,49.09,19
Vietnam,2018,Prepared Foods,1968.85,98442.75,115.81,17
Vietnam,2018,Legumes,670.03,33501.5,29.13,23
Vietnam,2018,Dairy,2769.96,138497.85,125.91,22
Vietnam,2018,Seafood,5729.03,286451.65,159.14,36
Vietnam,2019,Beverages,1363.11,68155.65,43.97,31
Vietnam,2019,Oils & Fats,1017.72,50886.15,50.89,20
Vietnam,2019,Dairy,2528.67,126433.55,120.41,21
Vietnam,2019,Bakery,1680.37,84018.5,64.63,26
Vietnam,2019,Legumes,219.65,10982.45,12.92,17
Vietnam,2019,Fruits & Vegetables,2444.74,122237.05,106.29,23
Vietnam,2019,Prepared Foods,2044.87,102243.5,58.42,35
Vietnam,2019,Meat & Poultry,4119.51,205975.35,171.65,24
Vietnam,2019,Seafood,2594.11,129705.35,123.53,21
Vietnam,2019,Cereals & Grains,1923.99,96199.7,87.45,22
Vietnam,2020,Fruits & Vegetables,1166.11,58305.4,64.78,18
Vietnam,2020,Meat & Poultry,3177.53,158876.35,132.4,24
Vietnam,2020,Dairy,987.6,49380.2,42.94,23
Vietnam,2020,Seafood,3112.42,155620.85,119.71,26
Vietnam,2020,Bakery,1122.45,56122.6,48.8,23
Vietnam,2020,Oils & Fats,776.4,38820.05,32.35,24
Vietnam,2020,Legumes,1019.86,50993.05,50.99,20
Vietnam,2020,Beverages,512.49,25624.65,26.97,19
Vietnam,2020,Prepared Foods,1634.77,81738.3,68.12,24
Vietnam,2020,Cereals & Grains,705.64,35282.15,33.6,21
Vietnam,2021,Prepared Foods,1650.9,82544.95,55.03,30
Vietnam,2021,Cereals & Grains,609.3,30465.1,26.49,23
Vietnam,2021,Fruits & Vegetables,2734.22,136710.9,88.2,31
Vietnam,2021,Dairy,1918.75,95937.7,79.95,24
Vietnam,2021,Bakery,3125.92,156296.0,125.04,25
Vietnam,2021,Meat & Poultry,2892.35,144617.55,111.24,26
Vietnam,2021,Oils & Fats,1254.27,62713.35,38.01,33
Vietnam,2021,Beverages,1282.61,64130.35,41.37,31
Vietnam,2021,Seafood,4675.4,233770.25,187.02,25
Vietnam,2021,Legumes,763.77,38188.4,38.19,20
Vietnam,2022,Cereals & Grains,1799.75,89987.55,56.24,32
Vietnam,2022,Oils & Fats,1100.94,55046.9,47.87,23
Vietnam,2022,Beverages,1300.53,65026.3,76.5,17
Vietnam,2022,Dairy,2251.55,112577.45,80.41,28
Vietnam,2022,Fruits & Vegetables,1206.67,60333.35,43.1,28
Vietnam,2022,Bakery,2498.8,124939.95,138.82,18
Vietnam,2022,Meat & Poultry,16856.65,842832.4,581.26,29
Vietnam,2022,Seafood,4990.19,249509.65,191.93,26
Vietnam,2022,Prepared Foods,4119.35,205967.3,187.24,22
Vietnam,2022,Legumes,1018.64,50931.95,36.38,28
Vietnam,2023,Dairy,2178.43,108921.25,108.92,20
Vietnam,2023,Legumes,878.31,43915.5,32.53,27
Vietnam,2023,Cereals & Grains,1728.25,86412.5,61.72,28
Vietnam,2023,Bakery,2433.09,121654.3,115.86,21
Vietnam,2023,Prepared Foods,3461.33,173066.55,144.22,24
Vietnam,2023,Beverages,1957.37,97868.55,78.29,25
Vietnam,2023,Fruits & Vegetables,2926.68,146334.15,94.41,31
Vietnam,2023,Meat & Poultry,2808.15,140407.3,100.29,28
Vietnam,2023,Seafood,1793.6,89679.95,85.41,21
Vietnam,2023,Oils & Fats,491.73,24586.35,19.67,25
Vietnam,2024,Beverages,1071.88,53594.2,38.28,28
Vietnam,2024,Oils & Fats,1116.21,55810.55,46.51,24
Vietnam,2024,Fruits & Vegetables,2641.82,132090.85,125.8,21
Vietnam,2024,Cereals & Grains,1353.79,67689.55,67.69,20
Vietnam,2024,Legumes,1426.62,71331.1,41.96,34
Vietnam,2024,Meat & Poultry,1126.96,56347.8,53.66,21
Vietnam,2024,Seafood,1923.37,96168.5,101.23,19
Vietnam,2024,Dairy,1791.9,89595.2,105.41,17
Vietnam,2024,Prepared Foods,3514.02,175701.0,109.81,32
Vietnam,2024,Bakery,1801.7,90084.75,81.9,22
